Rank,Company,Domain,Vertical,Country,ICP Tier,ICP Score,Monthly Visits,Tech Spend,Has Case Study Match
1244,,powerofcolo.com,,,Tier 3,20,,23185,No
1245,,pkzh.ch,,,Tier 3,20,,23067,No
1246,Brisbane Se,brisbane.qld.gov.au,Unknown,AU,Tier 3,20,,22555,No
1247,HUK24 AG,huk24.de,Unknown,DE,Tier 3,20,,22540,No
1248,,ni-oita.nissan-dealer.jp,,JP,Tier 3,20,,22340,No
1249,Corteva Co,corteva.co.th,Unknown,,Tier 3,20,,22150,No
1250,Corteva,corteva.com.ar,Unknown,US,Tier 3,20,,22150,No
1251,Cupraofficial,cupraofficial.gr,Careers,GR,Tier 3,20,,22065,No
1252,,alpenhotel-ammerwald.at,,,Tier 3,20,,21788,No
1253,Skyrizi,skyrizi.com,Unknown,,Tier 3,20,,21735,No
1254,,kcmetrosports.com,Unknown,US,Tier 3,20,,21640,No
1255,,stage-yonsarx.com,,,Tier 3,20,,21600,No
1256,HANG SENG BANK Ltd,hangsenginvestment.com,Unknown,HK,Tier 3,20,,21443,No
1257,Secil,secil.eu,Unknown,NL,Tier 3,20,,21437,No
1258,Evanta,evanta.com,Careers,US,Tier 3,20,,21365,No
1259,Envolve Benefit Options Inc,centenevision.com,Unknown,,Tier 3,20,,21220,No
1260,Marriott International Inc,delta-hotels.marriott.com,Unknown,US,Tier 3,20,,21198,No
1261,Marriott International Inc,autograph-hotels.marriott.com,Unknown,US,Tier 3,20,,21198,No
1262,,mpx.com,,,Tier 3,20,,21075,No
1263,,eurodreams.be,,,Tier 3,20,,21065,No
1264,Lebara B.V,lebara.co.uk,Travel,GB,Tier 3,20,,21030,No
1265,,crumissoes.com.br,,,Tier 3,20,,20997,No
1266,,gpa.at,Unknown,AT,Tier 3,20,,20992,No
1267,,chevroletanz.com,,,Tier 3,20,,20800,No
1268,,morganstanleynetreit.com,Unknown,US,Tier 3,20,,20797,No
1269,,rocheresource.ie,,,Tier 3,20,,20600,No
1270,Roche Products Pty Ltd,myhemlibra.com.au,Society,AU,Tier 3,20,,20600,No
1271,,rutpay.cl,,,Tier 3,20,,20295,No
1272,,chevyinterlomas.com.mx,Unknown,MX,Tier 3,20,,20097,No
1273,,chevroletvancei.com.ar,Unknown,,Tier 3,20,,20097,No
1274,NSW SE,legalaid.nsw.gov.au,Unknown,AU,Tier 3,20,,20070,No
1275,Bayerische Motoren Werke AG,bmw-motorrad-dubai.com,Unknown,,Tier 3,20,,20000,No
1276,Illinois co,labor.illinois.gov,Unknown,US,Tier 3,20,,20000,No
1277,,jinmaohyattsh.com.cn,Unknown,,Tier 3,20,,19750,No
1278,Stanford Health Care,stanfordhealthcare.com,Unknown,,Tier 3,20,,19600,No
1279,,imunologiabms.com.br,,,Tier 3,20,,19400,No
1280,Japan Freight Express Co. Ltd,jfex.jp,Unknown,JP,Tier 3,20,,19354,No
1281,RX Japan Ltd,fiweek.jp,Unknown,JP,Tier 3,20,,19354,No
1282,,devnoveljewels.com,Unknown,IN,Tier 3,20,,19300,No
1283,RX Japan Ltd,amlex.jp,Unknown,JP,Tier 3,20,,19197,No
1284,,h2oai.com,Unknown,AU,Tier 3,20,,19033,No
1285,LATEST NEWS A man ,library.sydney.edu.au,Unknown,AU,Tier 3,20,,18900,No
1286,ETHZ - ETH Zurich,ethz.ch,Unknown,CH,Tier 3,20,,18790,No
1287,,optimumgly.ca,,,Tier 3,20,,18700,No
1288,,portzamparc.bnpparibas,Unknown,,Tier 3,20,,18617,No
1289,,avocats.deloitte.com,,US,Tier 3,20,,18500,No
1290,,aramark-stage.es,,,Tier 3,20,,18475,No
1291,,aramark-stage.cz,,,Tier 3,20,,18475,No
1292,,aramark-stage.ca,,,Tier 3,20,,18475,No
1293,,aramark-stage.cl,,,Tier 3,20,,18475,No
1294,investor.accenture.com,investor.accenture.com,Unknown,US,Tier 3,20,,18433,No
1295,Reed Exhibitions Ltd,wtm.com,Travel,SA,Tier 3,20,,18364,No
1296,,mybekaert.com,Unknown,,Tier 3,20,,18231,No
1297,,gaes.com.ar,Unknown,AR,Tier 3,20,,18222,No
1298,Ziff Davis LLC,co-stage.norton.com,Unknown,,Tier 3,20,,18200,No
1299,,mgkalyan.co.in,,,Tier 3,20,,17900,No
1300,,mghosur.co.in,,,Tier 3,20,,17900,No
1301,,imfigeur.org,,,Tier 3,20,,17900,No
1302,Marriott Se,hotel-development.marriott.com,Unknown,US,Tier 3,20,,17870,No
1303,,sinaisraros.com.br,,,Tier 3,20,,17800,No
1304,,novonordisk-trials.us,Unknown,DK,Tier 3,20,,17800,No
1305,,amedidadoabraco.com.br,Unknown,,Tier 3,20,,17680,No
1306,Ziff Davis LLC,cz.norton.com,Unknown,,Tier 3,20,,17600,No
1307,Norton inc,ar-stage.norton.com,Unknown,,Tier 3,20,,17600,No
1308,MARRIOTT CO,corporatedealset.marriott.com,Unknown,US,Tier 3,20,,17381,No
1309,,qnityelectronics.com,Unknown,,Tier 3,20,,17365,No
1310,Franke Group,artemis-holding.com,Real Estate,,Tier 3,20,,17307,No
1311,,mercedes-benz-yokohama-higashi.jp,Unknown,JP,Tier 3,20,,17300,No
1312,,mercedes-benz-nishinomiya.jp,Unknown,JP,Tier 3,20,,17300,No
1313,,mercedes-benz-chofu.jp,Unknown,JP,Tier 3,20,,17300,No
1314,,mercedes-benz-okayamanishi.jp,,,Tier 3,20,,17300,No
1315,Skip to main co,rise-aem-perf.scholastic.com,Unknown,US,Tier 3,20,,17300,No
1316,,mercedes-benz-hirakata.jp,Unknown,JP,Tier 3,20,,17300,No
1317,,mercedes-benz-nishitokyo.com,Unknown,JP,Tier 3,20,,17300,No
1318,,mercedes-benz-sendaihigashi.jp,Unknown,JP,Tier 3,20,,17300,No
1319,,mercedes-benz-sennonji.jp,Unknown,JP,Tier 3,20,,17300,No
1320,,mercedes-benz-konosu.jp,Unknown,JP,Tier 3,20,,17300,No
1321,,mercedes-benz-saitamachuo.jp,,,Tier 3,20,,17300,No
1322,,mercedes-benz-sapporonishi.jp,Unknown,JP,Tier 3,20,,17300,No
1323,,mercedes-benz-tokyoshibaura.jp,,,Tier 3,20,,17300,No
1324,,mercedes-benz-nagaoka.jp,Unknown,JP,Tier 3,20,,17300,No
1325,,mercedes-benz-tsuruga.jp,Unknown,JP,Tier 3,20,,17300,No
1326,,mercedes-benz-kishiwada.jp,Unknown,JP,Tier 3,20,,17300,No
1327,,mercedes-benz-kobechuo.jp,Unknown,JP,Tier 3,20,,17300,No
1328,,mercedes-benz-fukuokachuo.jp,Unknown,JP,Tier 3,20,,17300,No
1329,,mercedes-benz-kashiwa.jp,Unknown,JP,Tier 3,20,,17300,No
1330,,np-kanagawa.nissan-dealer.jp,,JP,Tier 3,20,,17140,No
1331,,shop-perf.scholastic.com,,US,Tier 3,20,,17134,No
1332,,pacient-sma.cz,,,Tier 3,20,,17100,No
1333,csr-marriott,serve360.marriott.com,Unknown,US,Tier 3,20,,17078,No
1334,Conoco Inc.,conoco.com,Travel,US,Tier 3,20,,17000,No
1335,iltm.com,iltm.com,Travel,GB,Tier 3,20,,16937,No
1336,"Allianz - Slovenska poistovna, a.s",allianz.sk,Society,SK,Tier 3,20,,16920,No
1337,Marriott International Inc,courtyard.marriott.com,Unknown,US,Tier 3,20,,16825,No
1338,,mastercard.me,Unknown,,Tier 3,20,,16800,No
1339,,betvibe-in.net,,,Tier 3,20,,16785,No
1340,,prks.com.au,Unknown,AU,Tier 3,20,,16707,No
1341,,hfsonline.com.au,,,Tier 3,20,,16620,No
1342,,wincheckr.be,,,Tier 3,20,,16565,No
1343,,averdadesobreopeso.pt,,,Tier 3,20,,16555,No
1344,,ni-kagoshima.nissan-dealer.jp,,JP,Tier 3,20,,16500,No
1345,,accounts.illinois.gov,,US,Tier 3,20,,16500,No
1346,TELEFONICA DE ESPANA SA,telefonicaempresas.es,Unknown,ES,Tier 3,20,,16450,No
1347,National Comprehensive Cancer Network Inc,onuregpro.com,Unknown,,Tier 3,20,,16400,No
1348,,commerce-proxyamds.site,,,Tier 3,20,,16200,No
1349,,bhoptions.com,Unknown,US,Tier 3,20,,16110,No
1350,,welcometorochems.co.uk,,,Tier 3,20,,16100,No
1351,,isabel-serrano.herbalife.com,,,Tier 3,20,,16067,No
1352,,kelly.herbalife.com,,US,Tier 3,20,,16067,No
1353,,core.herbalife.com,,US,Tier 3,20,,16050,No
1354,,pedragonchevroletsp.com.br,Unknown,US,Tier 3,20,,15837,No
1355,,supervelveiculoschevrolet.com.br,Unknown,,Tier 3,20,,15837,No
1356,,ondigtallacps.online,,,Tier 3,20,,15817,No
1357,United HealthCare Services Inc,myulicnyfp.com,Unknown,,Tier 3,20,,15800,No
1358,,durystasavingsprogram.com,,,Tier 3,20,,15735,No
1359,,botoxoveractivebladder.com,,,Tier 3,20,,15735,No
1360,September Astellas Pharma Inc,evrenzo.eu,Unknown,ES,Tier 3,20,,15700,No
1361,,scjyfz.com,,,Tier 3,20,,15700,No
1362,,danmar.herbalife.com,,,Tier 3,20,,15620,No
1363,YYYY Colgate Palmolive Company,colgate.ng,Unknown,NG,Tier 3,20,,15599,No
1364,Colgate-Palmolive,colgate.az,Unknown,AZ,Tier 3,20,,15599,No
1365,,colgateprofissional.pt,,,Tier 3,20,,15599,No
1366,,dunlet.dk,Unknown,DK,Tier 3,20,,15599,No
1367,YYYY Colgate Palmolive Company,colgate.hu,Unknown,,Tier 3,20,,15599,No
1368,,qibc.cn,Unknown,CN,Tier 3,20,,15400,No
1369,,sparkassenverband.at,Travel,,Tier 3,20,,15350,No
1370,,thenutritionmission.herbalife.com,,US,Tier 3,20,,15270,No
1371,,mariaballester.herbalife.com,,US,Tier 3,20,,15270,No
1372,,tshebenik.herbalife.com,,US,Tier 3,20,,15270,No
1373,,jfiore.herbalife.com,,,Tier 3,20,,15270,No
1374,,shanaford.herbalife.com,,US,Tier 3,20,,15270,No
1375,,alexisdickens.herbalife.com,,,Tier 3,20,,15270,No
1376,,herbanutricion.herbalife.com,,US,Tier 3,20,,15270,No
1377,,resultswithlauren.herbalife.com,,US,Tier 3,20,,15270,No
1378,,niscowalker.herbalife.com,,US,Tier 3,20,,15270,No
1379,,rc24fit.herbalife.com,,US,Tier 3,20,,15270,No
1380,,stockfit7.herbalife.com,,US,Tier 3,20,,15270,No
1381,,herbaloulet.herbalife.com,,US,Tier 3,20,,15270,No
1382,,lynnecongreve.herbalife.com,,US,Tier 3,20,,15270,No
1383,,richardhowlett.herbalife.com,,US,Tier 3,20,,15270,No
1384,,andreahale.herbalife.com,,,Tier 3,20,,15270,No
1385,,coachshawn.herbalife.com,,US,Tier 3,20,,15270,No
1386,,hlfshop.herbalife.com,,US,Tier 3,20,,15270,No
1387,Apartment Income REIT Corp,aircommunities.com,Careers,US,Tier 3,20,,15200,No
1388,,isp.illinois.gov,Unknown,US,Tier 3,20,,15100,No
1389,EVRENZO co,evrenzo.fi,Unknown,FI,Tier 3,20,,15100,No
1390,EVRENZO co,evrenzo.dk,Unknown,DK,Tier 3,20,,15100,No
1391,,venoferhcp.com,Unknown,US,Tier 3,20,,14978,No
1392,,serinosports.com,Unknown,US,Tier 3,20,,14839,No
1393,,ni-hamamatsu.nissan-dealer.jp,,JP,Tier 3,20,,14800,No
1394,,scotiaprivateclientgroup.com,Unknown,,Tier 3,20,,14800,No
1395,,ni-mie.nissan-dealer.jp,,JP,Tier 3,20,,14800,No
1396,DHL International GmbH,ondemand.dhl.com,Unknown,DE,Tier 3,20,,14800,No
1397,,np-nagasaki.nissan-dealer.jp,,JP,Tier 3,20,,14800,No
1398,,westpaciq.com.au,Unknown,,Tier 3,20,,14800,No
1399,,np-kochi.nissan-dealer.jp,,JP,Tier 3,20,,14800,No
1400,,ni-matsumoto.nissan-dealer.jp,,,Tier 3,20,,14800,No
1401,,zhansuan.com,,,Tier 3,20,,14757,No
1402,Kanebo Cosmetics Inc,nomorerules.net,Unknown,JP,Tier 3,20,,14600,No
1403,Banco de Galicia y Buenos Aires S.A.U,galiciasecurities.com.ar,Unknown,AR,Tier 3,20,,14565,No
1404,Bridgestone Corporation,bridgestone.hu,Unknown,HU,Tier 3,20,,14547,No
1405,,stg01.herbalife.com,,US,Tier 3,20,,14450,No
1406,,globalhealthsaudi.com,Unknown,GB,Tier 3,20,,14402,No
1407,Shimonoseki Mitsui Chemicals Inc,shimonoseki-mci.co.jp,Unknown,JP,Tier 3,20,,14400,No
1408,,natureadvantage.ca,,,Tier 3,20,,14347,No
1409,,fondazionesnam.it,Unknown,IT,Tier 3,20,,13927,No
1410,Bridgestone Corporation,bridgestone.es,Travel,FR,Tier 3,20,,13805,No
1411,Bridgestone Corporation,bridgestone.fi,Unknown,BE,Tier 3,20,,13805,No
1412,,azmedconnect.vn,Unknown,VN,Tier 3,20,,13750,No
1413,,azmedconnect.ph,,,Tier 3,20,,13750,No
1414,BYD(H.K.)CO. LIMITED,bmeasyliftline.com,Unknown,CN,Tier 3,20,,13512,No
1415,PA Co,huntfish.pa.gov,Unknown,US,Tier 3,20,,13500,No
1416,,allstatecareer.org,Unknown,,Tier 3,20,,13400,No
1417,"Allianz Slovenija, podruznica",allianz-slovenija.si,Unknown,,Tier 3,20,,13400,No
1418,,pearsoneltusa.com,,,Tier 3,20,,13358,No
1419,,teachables-qa.scholastic.com,,,Tier 3,20,,13200,No
1420,,teachables-stage.scholastic.com,,,Tier 3,20,,13200,No
1421,Skip to main co,art.scholastic.com,Unknown,US,Tier 3,20,,13118,No
1422,,kingspanroofing.com,,,Tier 3,20,,13000,No
1423,,sparbankenmalardalen.se,,,Tier 3,20,,13000,No
1424,Bridgestone Chiudi,bridgestone.ch,Unknown,FR,Tier 3,20,,12957,No
1425,BBVA Allianz Seguros y Reaseguros,bbvaallianz.es,Unknown,,Tier 3,20,,12950,No
1426,AbbVie Inc,aclaremosdeunavez.com.co,Unknown,,Tier 3,20,,12897,No
1427,Skip to main co,superstem-aem64-qa.scholastic.com,Unknown,US,Tier 3,20,,12768,No
1428,Skip to main co,classroommagazines-aem64-dev.scholastic.com,Unknown,US,Tier 3,20,,12768,No
1429,Skip to main co,choices.scholastic.com,Unknown,US,Tier 3,20,,12768,No
1430,Skip to main co,upfront-aem-perf.scholastic.com,Unknown,US,Tier 3,20,,12768,No
1431,,gonvda.cc,,,Tier 3,20,,12700,No
1432,,chiesiconnect.fr,,,Tier 3,20,,12700,No
1433,,chiesiconnect.es,,,Tier 3,20,,12700,No
1434,,chiesiconnect.de,,,Tier 3,20,,12700,No
1435,UMZUG Se,umzug.de,Unknown,DE,Tier 3,20,,12647,No
1436,,panpacificresort.com,,,Tier 3,20,,12350,No
1437,Abbott Laboratories,de.abbott,Unknown,DE,Tier 3,20,,12350,No
1438,Bridgestone Corporation,bridgestone.ee,Unknown,,Tier 3,20,,12240,No
1439,Bridgestone SchlieAYen,bridgestone.at,Unknown,AT,Tier 3,20,,12240,No
1440,Bridgestone Corporation,bridgestone.lt,Unknown,BE,Tier 3,20,,12240,No
1441,Bridgestone,bridgestone.be,Unknown,FR,Tier 3,20,,12240,No
1442,Bridgestone Corporation,bridgestone.lv,Unknown,,Tier 3,20,,12240,No
1443,,bridgestone.hr,Unknown,IT,Tier 3,20,,12240,No
1444,Florida KidCare,floridakidcare.org,Unknown,US,Tier 3,20,,12239,No
1445,,library-projects.flinders.edu.au,Unknown,AU,Tier 3,20,,12200,No
1446,Hyatt Corporation,baiyuejiudian.com.cn,Unknown,,Tier 3,20,,12050,No
1447,,icf.com.br,Unknown,,Tier 3,20,,11949,No
1448,BYD(H.K.)CO. LIMITED,hbzhuangying.com,Unknown,,Tier 3,20,,11947,No
1449,,swickardtoyota101.com,Unknown,US,Tier 3,20,,11934,No
1450,,miposeinaihcm.gr,,,Tier 3,20,,11900,No
1451,,bmson.tv,,,Tier 3,20,,11900,No
1452,,camzyos-safety-patient.be,,,Tier 3,20,,11900,No
1453,,amag-classic.ch,Unknown,CH,Tier 3,20,,11900,No
1454,,chiesiconnect.gr,,,Tier 3,20,,11900,No
1455,,bmsplus.se,,,Tier 3,20,,11900,No
1456,,drjanusz.herbalife.com,,,Tier 3,20,,11770,No
1457,,slimu.herbalife.com,,,Tier 3,20,,11770,No
1458,,ompshydro.com.au,Unknown,,Tier 3,20,,11665,No
1459,,ngtqa.com,,,Tier 3,20,,11661,No
1460,,ua.abbott,Unknown,UA,Tier 3,20,,11650,No
1461,,toyotaofbayridge.com,Unknown,US,Tier 3,20,,11554,No
1462,Autodesk Bran,brand.autodesk.com,Unknown,US,Tier 3,20,,11475,No
1463, HEALTH DASHB,hds-stg.autodesk.com,Unknown,US,Tier 3,20,,11474,No
1464,,allerganaesthetics.pl,Unknown,,Tier 3,20,,11435,No
1465,,allerganaesthetics.gr,Unknown,,Tier 3,20,,11435,No
1466,,topconpositioning.asia,,,Tier 3,20,,11300,No
1467,,blu-u.com,Careers,US,Tier 3,20,,11300,No
1468,,improsafondos.com,Unknown,,Tier 3,20,,11300,No
1469,Hong Kong Baptist University,lsc.hkbu.edu.hk,Unknown,HK,Tier 3,20,,11300,No
1470,Eidgenossisches Institut fur Metrologie METAS,metas.ch,Unknown,CH,Tier 3,20,,11250,No
1471,,alhammad.sa.com,,,Tier 3,20,,11200,No
1472,Loprofin GmbH,loprofin.de,Unknown,DE,Tier 3,20,,11078,No
1473,VIREA,virea.se,Unknown,,Tier 3,20,,11058,No
1474,,tenderbox.de,Unknown,DE,Tier 3,20,,10920,No
1475,,automobielbedrijfcito-jaguar.nl,Unknown,NL,Tier 3,20,,10692,No
1476,FresuCare AG,fresucare.ch,Unknown,CH,Tier 3,20,,10464,No
1477,,cheetahproducts.com.au,,,Tier 3,20,,10440,No
1478,,sites.udel.edu,Unknown,US,Tier 3,20,,10400,No
1479,,china-ipif.com,Unknown,CN,Tier 3,20,,10300,No
1480,MetLife Insurance Company of Korea Ltd,metlife.co.kr,Unknown,KR,Tier 3,20,,10300,No
1481,,zinokdaugiau.lt,Unknown,LT,Tier 3,20,,10289,No
1482,,schweizerkulturpreise.ch,,,Tier 3,20,,10286,No
1483,,lexus-shymkent.kz,Unknown,,Tier 3,20,,10250,No
1484,,ece.udel.edu,Unknown,US,Tier 3,20,,10208,No
1485,Sparkasse der Stadt Iserlohn,sparkasse-iserlohn.de,Travel,DE,Tier 3,20,,10150,No
1486,,blv.admin.ch,,CH,Tier 3,20,,10150,No
1487,TeamViewer,teamviewer.cn,Unknown,US,Tier 3,20,,10140,No
1488,,almiclub.cy,Unknown,,Tier 3,20,,10019,No
1489,Massachusetts Behavioral Health Partnership,masspartnership.com,Unknown,US,Tier 3,20,,10000,No
1490,,acciona-energia.pl,Unknown,,Tier 3,20,,9965,No
1491,Flinders Se,researchnow.flinders.edu.au,Unknown,AU,Tier 3,20,,9965,No
1492,Sparkasse Trier,sparkasse-trier.de,Travel,DE,Tier 3,20,,9850,No
1493,,pringles-clicknfly.com,,,Tier 3,20,,9800,No
1494,afreshstartfunding.com,afreshstartfunding.com,Unknown,,Tier 3,20,,9800,No
1495,Mastercard,mastercard.mt,Unknown,,Tier 3,20,,9800,No
1496,ELE Verteilnetz GmbH,evng.de,Unknown,DE,Tier 3,20,,9779,No
1497,Autodesk Inc.,research.autodesk.com,Unknown,GB,Tier 3,20,,9672,No
1498,,ncsc.admin.ch,,CH,Tier 3,20,,9670,No
1499,,hsbfrontdoor.com,,,Tier 3,20,,9510,No
1500,,secoalv.admin.ch,,CH,Tier 3,20,,9500,No
1501,,fondazionevaticanagpi.va,,,Tier 3,20,,9500,No
1502,Highmark,highmarkbcbswv.com,Unknown,US,Tier 3,20,,9500,No
1503,Bank of China Ltd,bankofchina.co.id,Unknown,HK,Tier 3,20,,9500,No
1504,BenQ Corporation,benq.com.cn,Unknown,DE,Tier 3,20,,9500,No
1505,DZ BANK AG,foerder-welt.de,Unknown,DE,Tier 3,20,,9500,No
1506,,bazg.admin.ch,,CH,Tier 3,20,,9500,No
1507,,museo-vela.admin.ch,,,Tier 3,20,,9500,No
1508,,hvachub-stg.samsung.com,,,Tier 3,20,,9500,No
1509,,adveva.com.br,,,Tier 3,20,,9500,No
1510,,sas.admin.ch,,CH,Tier 3,20,,9500,No
1511,,stmmyntet.se,Unknown,SE,Tier 3,20,,9500,No
1512,Zweckverbandssparkasse Duderstadt,sparkasse-duderstadt.de,Travel,DE,Tier 3,20,,9500,No
1513,,cpccameroun.org,Unknown,,Tier 3,20,,9500,No
1514,Synodus Episcoporum,synod.va,Unknown,VA,Tier 3,20,,9500,No
1515,,bar.admin.ch,,CH,Tier 3,20,,9500,No
1516,,fullypresent.website,Society,,Tier 3,20,,9500,No
1517,Campo Santo Teutonico Vatikanstadt,camposantoteutonico.va,Unknown,VA,Tier 3,20,,9500,No
1518,,fsg23.va,,,Tier 3,20,,9500,No
1519,,biogen.com.mx,Unknown,,Tier 3,20,,9500,No
1520,,scuolavaticanapaleografia.va,,,Tier 3,20,,9500,No
1521,VS Salons UK Limited,sassoon-global.com,Unknown,GB,Tier 3,20,,9325,No
1522,,danonehealthacademy.com.br,Unknown,,Tier 3,20,,9215,No
1523,,hellmanns.pt,Unknown,PT,Tier 3,20,,9121,No
1524,Algida HU,algida.hu,Unknown,HU,Tier 3,20,,9010,No
1525,,bridgestone.bg,Unknown,,Tier 3,20,,8905,No
1526,Conheca a Linha Milnutri da Danone Milnutri,milnutri.com.br,Unknown,BR,Tier 3,20,,8865,No
1527,,cuprinol.se,Unknown,SE,Tier 3,20,,8778,No
1528,,thepersonalizedknee.com,,,Tier 3,20,,8765,No
1529,www.beatafib.com.au,beatafib.com.au,Unknown,,Tier 3,20,,8693,No
1530,,books.wiley.com,Unknown,US,Tier 3,20,,8597,No
1531,,fortymilewindproject.com,,,Tier 3,20,,8565,No
1532,Chubb INA Holdings Inc,chubbtravelinsurance.jp,Unknown,US,Tier 3,20,,8565,No
1533,Hillrom Corporate Headquarters,hillrom.com.sg,Unknown,,Tier 3,20,,8500,No
1534,,cvssuppliers.com,Unknown,US,Tier 3,20,,8400,No
1535,,zm.shell,,,Tier 3,20,,8400,No
1536,,hellmanns.ro,Unknown,,Tier 3,20,,8400,No
1537,Astellas Pharma Canada Inc,claudin182.ca,Unknown,,Tier 3,20,,8307,No
1538,Astellas Pharma Inc,cldn182.com.br,Unknown,,Tier 3,20,,8307,No
1539,Astellas Pharma Inc,claudin182.be,Unknown,BE,Tier 3,20,,8307,No
1540,Astellas Pharma Inc,digitivahcp.com,Unknown,BR,Tier 3,20,,8307,No
1541,,risecranbournewest.com,,,Tier 3,20,,8265,No
1542,,conoce-iqos.com,Unknown,BR,Tier 3,20,,8154,No
1543,,hsbmemberclaims.com,,,Tier 3,20,,8110,No
1544,,xpdeep.com,,,Tier 3,20,,8022,No
1545,,auth-b2b-twc.ibm.com,,US,Tier 3,20,,7960,No
1546,BHH Affiliates LLC,bhhsdemovellan.com,Unknown,US,Tier 3,20,,7937,No
1547,,hankooktire.cn,,,Tier 3,20,,7900,No
1548,,batsweden.se,Unknown,SE,Tier 3,20,,7893,No
1549,Hong Kong Baptist University,ccir.hkbu.edu.hk,Unknown,HK,Tier 3,20,,7800,No
1550,,banbookbans.com,,,Tier 3,20,,7800,No
1551,,scotiacardpoint.com,,,Tier 3,20,,7800,No
1552,Hong Kong Baptist University,interdisciplinary-research.hkbu.edu.hk,Unknown,CN,Tier 3,20,,7800,No
1553,Skip to main content ,rehabilitationresearch.jefferson.edu,Unknown,US,Tier 3,20,,7727,No
1554,,cldn182.com.au,,,Tier 3,20,,7707,No
1555,,viessmann.info,Unknown,DE,Tier 3,20,,7700,No
1556,,opentalent.deloitte.com,Unknown,US,Tier 3,20,,7700,No
1557,,shayeyou.com,,,Tier 3,20,,7647,No
1558,,virtualunderwriter.com,Real Estate,US,Tier 3,20,,7600,No
1559,,kingdoorcloser.com,Unknown,KR,Tier 3,20,,7600,No
1560,,assaabloyfenestration.com,,,Tier 3,20,,7600,No
1561,,enienergystore.it,Unknown,IT,Tier 3,20,,7350,No
1562,BHH Affiliates LLC,maryeves.com,Real Estate,US,Tier 3,20,,7219,No
1563,BHH Affiliates LLC,janishansen.com,Real Estate,US,Tier 3,20,,7219,No
1564,Skip to main co,choices-aem64-qa.scholastic.com,Unknown,US,Tier 3,20,,7200,No
1565,,maisoncelesteprive.com,Unknown,,Tier 3,20,,7025,No
1566,Daimler Truck AG,mercedes-benz-trucks-stern-center.de,Unknown,DE,Tier 3,20,,7000,No
1567,,mercedes-benz-trucks-merbag-wiesbaden.de,,,Tier 3,20,,7000,No
1568,Daimler Truck AG,mercedes-benz-trucks-reutlingen.de,Unknown,DE,Tier 3,20,,7000,No
1569,Chubb INA Holdings Inc,chubbtravelinsurance.co.nz,Travel,US,Tier 3,20,,7000,No
1570,,shell.com.hn,,,Tier 3,20,,7000,No
1571,,mercedes-benz-av-ott.at,,,Tier 3,20,,7000,No
1572,,mercedes-benz-pontresina.ch,,,Tier 3,20,,7000,No
1573,,www-techlib-prod-r9-1656943743.us-west-2.elb.amazonaws.com,,,Tier 3,20,,7000,No
1574,,mercedes-benz-trucks-baronia.es,,,Tier 3,20,,7000,No
1575,,mercedes-benz-trucks-credendinoservice.it,,,Tier 3,20,,7000,No
1576,,mercedes-benz-ciceley.co.uk,,,Tier 3,20,,7000,No
1577,,p6-ap-author.samsung.com,,US,Tier 3,20,,7000,No
1578,,mercedes-benz-trucks-vipgalicia.es,,,Tier 3,20,,7000,No
1579,dignityhealthathomecom,dignityhealthathome.org,Unknown,US,Tier 3,20,,7000,No
1580,,ceresit.ru,Unknown,RU,Tier 3,20,,6864,No
1581,Autodesk Inc,autodesklicense.com,Unknown,,Tier 3,20,,6850,No
1582,Livraison Inc,livraisoncs.com,Unknown,,Tier 3,20,,6721,No
1583,American Express,onecms.americanexpress.com,Unknown,US,Tier 3,20,,6600,No
1584,BASF Corporation,fibermax-cottonyields.us,Unknown,,Tier 3,20,,6580,No
1585,,kinrgy.de,,,Tier 3,20,,6574,No
1586,www.sonpc88.com.vn,sonpc88.com.vn,Unknown,VN,Tier 3,20,,6480,No
1587,BHH Affiliates LLC,enthusiastnae.com,Real Estate,US,Tier 3,20,,6419,No
1588,,betmiga.no,,,Tier 3,20,,6307,No
1589,,betmiga.dk,,,Tier 3,20,,6307,No
1590,,betmiga.fi,,,Tier 3,20,,6307,No
1591,,cro-aut-chamber.at,Unknown,AT,Tier 3,20,,6300,No
1592,,rmas.marriott.com,Unknown,US,Tier 3,20,,6300,No
1593,,unidaderainha.com.br,,,Tier 3,20,,6300,No
1594,Red Informativa Digital,redinformativadigital.com,Unknown,DO,Tier 3,20,,6300,No
1595,,amplifon.news,,,Tier 3,20,,6222,No
1596,,polcard.pl,Hobbies And Interests,PL,Tier 3,20,,6145,No
1597,Visa,visa.com.sg,Travel,US,Tier 3,20,,6117,No
1598,,tzjdpr.com,,,Tier 3,20,,6047,No
1599,,toyotaproace.es,,,Tier 3,20,,6040,No
1600,Truist Financial Corporation,texassterlingfinancial.com,Unknown,,Tier 3,20,,6025,No
1601,,revomkt.com.br,,,Tier 3,20,,6024,No
1602,,wcr.ethz.ch,,CH,Tier 3,20,,6000,No
1603,,zavod-rti.ru,Unknown,RU,Tier 3,20,,5989,No
1604,Skip to Content Stan,dunleviemfm.stanford.edu,Unknown,,Tier 3,20,,5952,No
1605,Stanford co,snma.stanford.edu,Unknown,,Tier 3,20,,5952,No
1606,Stanford co,facialplastics.stanford.edu,Unknown,,Tier 3,20,,5952,No
1607,Skip to Content Stan,oncology.stanford.edu,Unknown,,Tier 3,20,,5952,No
1608,,deinheilportal.de,,,Tier 3,20,,5900,No
1609,,broadband.pa.gov,Unknown,US,Tier 3,20,,5860,No
